Plot ID,PPW1343,,Sampler(s),"MMJ, KMG, MFO",,,,,Date ,20130227,,
C2,TR,,PSEMEN,1,D,,,,1.71,74,229,
C2,TR,,PSEMEN,1,D,,,,2.7,85,230,
C2,TR,2099,PSEMEN,1,,,,,6.49,154,203,
C2,TR,,PSEMEN,1,D,,,,3.79,-60,-31,
C2,TR,2107,PSEMEN,1,,,,,6.4,-120,-24,
C2,TR,,PSEMEN,1,D,,,,1.47,-166,-62,
C2,TR,2105,PSEMEN,1,,,,,16.35,17,-41,
C2,TR,2095,PSEMEN,1,,,,,2.25,215,99,
C2,TR,2096,PSEMEN,1,,,,,4.4,213,123,
C2,SA,,PSEMEN,1,D,169,1.61,1,,235,154,
C2,TR,,PSEMEN,1,D,,,,2.47,271,170,
C2,TR,2213,PSEMEN,1,,,,,1.91,257,195,
C2,TR,,PSEMEN,1,D,,,,1.9,232,229,
C2,TR,2104,PSEMEN,1,,,,,3.08,151,-30,
C2,TR,,PSEMEN,1,D,200,1.45,1,,191,500,
C2,TR,2103,PSEMEN,1,,,,,2.33,44,-180,
C2,TR,2216,PSEMEN,1,,,,,2.15,72,-129,
C2,TR,,PSEMEN,1,D,,,,1.42,95,-102,
C2,SA,,PSEMEN,1,D,200,1.82,1,,152,-221,
C2,TR,,PSEMEN,1,D,,,,3.32,180,-207,
C2,SA,,PSEMEN,1,D,,,,,198,-186,BROKEN OFF
C2,TR,2106,PSEMEN,1,,,,,3.9,233,-186,
C2,SA,,PSEMEN,1,D,200,1.49,1,,-208,179,
C2,TR,,PSEMEN,1,D,,,,1.36,-215,227,
C2,TR,,PSEMEN,1,D,,,,1,-242,278,
C2,SA,,PSEMEN,1,D,157,1.47,1,,-177,252,
C3,TR,2109,PSEMEN,1,,,,,3.05,161,22,
C3,SA,,PSEMEN,1,D,200,1.41,1,,38,0,
C3,TR,,PSEMEN,1,D,,,,1.52,56,87,
C3,SA,,PSEMEN,1,D,200,1.14,1,,118,80,
C3,TR,2110,PSEMEN,1,,,,,3.4,136,80,
C3,TR,2111,PSEMEN,1,,,,,2.8,135,124,
C3,TR,2112,PSEMEN,1,,,,,3.2,96,130,MEASURED JUST ABOVE 140CM
SA,SA,,PSEMEN,1,D,182,1.49,1,,18,161,
C3,SA,,PSEMEN,1,D,200,1.55,1,,26,223,
C3,SA,2117,UMBCAL,1,,61,0.43,1,,48,192,
C3,SA,2118,UMBCAL,1,,54,0.6,1,,48,265,
C3,TR,,PSEMEN,1,D,,,,1.08,59,-54,
C3,TR,,PSEMEN,1,D,,,,3.8,74,-63,
C3,TR,2226,PSEMEN,1,,,,,3.2,51,-46,
C3,SA,2123,UMBCAL,1,,105,0.86,1,,112,-4,
C3,TR,,PSEMEN,1,D,,,,1.92,124,-83,
C3,TR,,PSEMEN,1,D,,,,1.1,197,-72,
C3,SA,,PSEMEN,1,D,200,1.52,1,,229,-51,
C3,SA,,PSEMEN,1,D,126,1.41,1,,231,-8,
C3,SA,2229,UMBCAL,1,,56,0.36,1,,271,-4,
C3,TR,2227,PSEMEN,1,,,,,2.5,275,-1,
C3,TR,,PSEMEN,1,D,,,,1.14,313,-12,
C3,TR,2228,PSEMEN,1,,,,,1.29,342,-9,
C3,SA,,PSEMEN,1,D,200,2.12,1,,260,-94,
C3,TR,2120,PSEMEN,1,,,,,3.1,248,-65,
C3,TR,2121,PSEMEN,1,,,,,4.8,315,-50,DBH TAKEN AT 138CM BELOW A BRANCH
C3,SA,2119,UMBCAL,1,,53,0.34,1,,340,-101,
C3,SA,,PSEMEN,1,D,180,1.29,1,,-161,-74,
C3,SA,,PSEMEN,1,D,200,1.53,1,,-148,-78,
C3,SA,,PSEMEN,1,D,200,1.47,1,,-134,-76,
C3,SA,,PSEMEN,1,D,200,1.62,1,,-128,-102,LYING FLAT
C3,TR,2122,PSEMEN,1,,,,,2.2,-42,-86,
C3,TR,,PSEMEN,1,D,,,,1.14,-47,-195,
C3,TR,,PSEMEN,1,D,,,,1.08,-94,-173,
C3,SA,,PSEMEN,1,D,200,1.51,1,,-131,-175,
C3,TR,2115,PSEMEN,1,,,,,6.3,-98,194,
C3,TR,2116,PSEMEN,1,,,,,3.7,-37,162,
C3,TR,,PSEMEN,1,D,,,,1.09,-49,194,
C3,TR,2114,PSEMEN,1,,,,,3,308,209,
C3,TR,2113,PSEMEN,1,,,,,5.6,296,141,
C3,SA,,PSEMEN,1,D,200,1.35,1,,262,144,
C3,SA,,PSEMEN,1,D,200,0.75,1,,260,158,
C3,TR,,PSEMEN,1,D,,,,1.37,222,188,
C3,SA,,PSEMEN,1,D,177,1.15,1,,244,205,
C3,SA,,PSEMEN,1,D,95,0.91,1,,-118,41,
C3,TR,,PSEMEN,1,D,,,,3.85,-155,3,
C3,SA,,PSEMEN,1,D,200,1.4,1,,-222,21,
C3,TR,,PSEMEN,1,D,,,,1.31,-50,14,
C3,SA,,PSEMEN,1,D,200,1.73,1,,-79,64,
C3,TR,,PSEMEN,1,D,,,,1.39,-78,92,
C3,SA,,PSEMEN,1,D,133,1.23,1,,-99,69,
C4,TR,,QUEDEC,0,D,,,,15.15,80,68,
C4,SA,2129,UMBCAL,1,,64,0.64,1,,33,121,
C4,SA,,PSEMEN,1,D,169,0.9,1,,41,124,
C4,SA,2128,PSEMEN,1,,200,1.47,1,,1,137,
C4,TR,2231,PSEMEN,1,,,,,1.35,115,180,
C4,SA,2126,UMBCAL,1,,56,0.62,1,,106,198,
C4,SA,2127,PSEMEN,1,,177,1.35,1,,86,220,
C4,SA,,PSEMEN,1,D,75,0.5,1,,14,174,
C4,SA,2138,PSEMEN,1,,128,0.85,1,,12,-93,
C4,SA,2137,PSEMEN,1,,161,1.34,1,,114,-6,
C4,SA,2136,UMBCAL,1,,83,0.67,1,,-108,-165,
C4,TR,2135,PSEMEN,1,,,,,19.95,-152,-165,
C4,TR,,PSEMEN,1,D,,,,2.6,-211,-173,
C4,SA,2125,PSEMEN,1,,116,0.9,1,,-227,110,
C4,SA,2124,UMBCAL,1,,65,0.48,1,,-262,137,
C4,TR,2130,PSEMEN,1,,,,,4.85,-225,113,
C4,TR,2131,QUEKEL,0,,,,,32.35,-55,22,
C4,SA,2133,UMBCAL,1,,77,0.6,1,,-53,63,
C4,SA,2132,UMBCAL,1,,53,0.5,1,,-123,50,
C4,SA,,PSEMEN,1,D,200,1.68,1,,-279,33,
C4,SA,,PSEMEN,1,D,96,1.13,1,,-16,101,BROKEN OFF
C4,SA,2134,QUEAGR,1,,56,0.38,1,,-13,172,
D4,TR,2154,PSEMEN,1,,,,,7.4,73,93,
D4,TR,,PSEMEN,1,D,,,,1.44,101,113,
D4,TR,2155,PSEMEN,1,,,,,5.2,48,129,
D4,SA,2146,UMBCAL,1,,58,0.51,2,,105,165,
D4,SA,2145,UMBCAL,1,,57,0.55,1,,134,208,
D4,SA,2143,UMBCAL,1,,68,0.58,1,,118,267,
D4,SA,2152,PSEMEN,1,,98,0.59,1,,-67,115,
D4,SA,2151,PSEMEN,1,,99,0.77,1,,-67,117,
D4,SA,2150,PSEMEN,1,,71,0.84,1,,-4,184,
D4,SA,2143,UMBCAL,1,,66,0.63,1,,-165,218,
D4,SA,2140,PSEMEN,1,,72,0.71,1,,-68,299,
D4,SA,2139,UMBCAL,1,,53,0.46,1,,-191,-49,
D4,SA,2232,PSEMEN,1,,55,0.32,1,,202,-8,
D4,SA,2233,UMBCAL,1,,70,0.64,2,,176,-56,
D4,SA,,PSEMEN,1,D,54,0.54,1,,101,-91,
D4,SA,2142,UMBCAL,1,,52,0.57,1,,226,-180,
D4,SA,2234,UMBCAL,1,,71,0.74,1,,224,-192,
D4,TR,2149,PSEMEN,1,,,,,1.84,-243,-218,
D4,SA,2153,UMBCAL,1,,164,0.49,2,,-290,126,
D4,TR,2148,PSEMEN,1,,,,,2.35,-301,150,
D4,SA,2147,PSEMEN,1,,200,1.38,1,,-329,151,
D4,SA,2144,UMBCAL,1,,69,0.68,1,,-362,126,
D1,SA,,PSEMEN,1,D,200,2.53,1,,26,-80,
D1,TR,2200,PSEMEN,1,,,,,4,35,-77,"CHANGED TREE NUM FROM 2100, INPUTED AFTER AUG2013 RESURVEY 20130810 MFO"
D1,SA,2224,PSEMEN,1,,108,1.03,1,,14,12,
D1,TR,2223,PSEMEN,1,,,,,1.4,26,13,
D1,SA,2196,ARBMEN,1,,160,1.5,2,,37,87,
D1,SA,2225,ARBMEN,1,,50,0.59,1,,101,-74,
D1,SA,2215,PSEMEN,1,,84,0.52,1,,0,97,
D1,SA,2214,PSEMEN,1,,85,0.54,1,,0,102,
D1,SA,,PSEMEN,1,D,165,1.61,1,,95,-170,
D1,TR,2198,PSEMEN,1,,,,,6.15,14,35,
D1,TR,2207,PSEMEN,1,,,,,1.06,122,200,
D1,TR,2201,PSEMEN,1,,,,,5.5,179,-92,
D1,SA,2195,PSEMEN,1,,157,1.32,1,,72,210,
D1,TR,2100,PSEMEN,1,,,,,5.9,108,165,
D1,SA,2192,UMBCAL,1,,119,0.76,1,,225,-212,
D1,SA,2197,ARBMEN,1,,160,1.82,1,,103,71,
D1,TR,2203,PSEMEN,1,,,,,1.8,239,193,
D1,TR,2212,PSEMEN,1,,,,,1.08,128,64,
D1,SA,,PSEMEN,1,D,134,0.99,1,,139,65,
D1,TR,2199,PSEMEN,1,,,,,6.4,234,-174,
D1,SA,2217,ARBMEN,1,D,56,0.68,1,,142,83,
D1,TR,2202,PSEMEN,1,,,,,2.7,279,-141,
D1,TR,2218,PSEMEN,1,,,,,1.3,193,60,
D1,TR,2206,PSEMEN,1,,,,,4.45,298,-178,
D1,SA,2230,PSEMEN,1,,57,0.4,1,,188,74,
D1,TR,2222,PSEMEN,1,,,,,6.7,-221,19,
D1,SA,,PSEMEN,1,D,200,0.88,1,,-168,-160,
D1,TR,2219,PSEMEN,1,,,,,1.31,257,91,
D1,TR,2183,PSEMEN,1,,,,,5.15,-155,-23,
D1,SA,2211,PSEMEN,1,,195,1.47,1,,151,161,
D1,TR,2205,PSEMEN,1,,,,,2.45,-174,-79,
D1,SA,2194,UMBCAL,1,,132,0.84,1,,186,147,
D1,SA,2210,PSEMEN,1,,195,1.57,1,,241,176,
D1,TR,2204,PSEMEN,1,,,,,6.55,-140,-122,
D1,SA,2209,PSEMEN,1,,80,0.66,1,,236,169,
D1,TR,,PSEMEN,1,D,,,,2.15,-95,-120,
D1,SA,2208,PSEMEN,1,,107,0.84,1,,277,150,
D1,SA,,PSEMEN,1,D,131,0.93,1,,-33,-70,
D1,TR,2220,QUEKEL,0,,,,,30.5,90,-176,
D1,SA,2185,UMBCAL,1,,76,0.57,1,,-21,-162,
D1,SA,2189,UMBCAL,1,,100,0.56,1,,-176,112,
D1,TR,2186,QUEKEL,1,,,,,31.95,-32,-26,
D1,SA,2191,ARBMEN,1,,132,0.89,1,,259,230,
D1,SA,2190,PSEMEN,1,,86,0.54,1,,-178,158,
D1,SA,2188,ARBMEN,1,,81,0.62,2,,-112,-289,
D1,TR,,PSEMEN,1,D,,,,5.5,-43,70,
D1,SA,2193,UMBCAL,1,,147,0.88,1,,-40,239,
D1,TR,,PSEMEN,1,D,,,,1.25,-74,84,
D1,TR,,PSEMEN,1,D,,,,1.72,-86,114,
D1,TR,,PSEMEN,1,D,,,,2.35,-20,208,
D1,TR,,PSEMEN,1,D,,,,1.62,-106,142,
D1,TR,,PSEMEN,1,D,,,,4.5,-135,119,
D1,SA,2187,PSEMEN,1,,130,0.9,1,,-117,214,
D2,TR,,PSEMEN,1,D,,,,3.3,13,-43,
D2,TR,2174,PSEMEN,1,,,,,4.3,75,-65,
D2,TR,,PSEMEN,1,D,,,,2.5,84,-66,
D2,SA,2175,UMBCAL,1,,89,0.49,1,,170,76,
D2,TR,2168,PSEMEN,1,,,,,3.2,62,-124,
D2,SA,,PSEMEN,1,D,200,2.85,1,,226,42,
D2,SA,,PSEMEN,1,D,200,1.8,1,,90,-140,
D2,TR,,PSEMEN,1,D,,,,1.85,214,91,
D2,TR,,PSEMEN,1,D,,,,1.26,56,-197,
D2,SA,,PSEMEN,1,D,140,1.35,1,,104,-256,
D2,SA,,PSEMEN,1,D,140,0.96,1,,110,-278,
D2,SA,,PSEMEN,1,D,184,1.33,1,,-239,80,
D2,SA,,PSEMEN,1,D,136,0.86,1,,-241,82,
D2,SA,,PSEMEN,1,D,140,0.9,1,,165,-235,
D2,SA,,PSEMEN,1,D,196,1.43,1,,152,-145,
D2,TR,2182,PSEMEN,1,,,,,2.95,-134,96,
D2,TR,2181,PSEMEN,1,,,,,18.15,-109,56,
D2,TR,,PSEMEN,1,D,,,,3.75,129,-50,
D2,TR,2169,PSEMEN,1,,,,,7.4,200,-130,
D2,SA,,PSEMEN,1,D,69,0.89,1,,-20,50,
D2,TR,2170,PSEMEN,1,,,,,10,210,206,
D2,TR,2179,PSEMEN,1,,,,,1.85,-33,101,
D2,SA,,ARBMEN,0,D,81,1.2,1,,189,86,HEIGHT BROKEN
D2,TR,2180,PSEMEN,1,,,,,4.55,-65,160,
D2,TR,2178,PSEMEN,1,,,,,4.4,-107,198,
D2,SA,2167,UMBCAL,1,,121,0.88,1,,241,-138,
D2,TR,,PSEMEN,1,D,,,,1.08,252,-134,
D2,TR,,PSEMEN,1,D,,,,1.3,-127,-250,
,,,,,,,,,,,,
D2,TR,,PSEMEN,1,D,,,,1.3,-36,-134,
D2,TR,,PSEMEN,1,D,,,,5.3,-36,-107,
D3,SA,,PSEMEN,1,D,200,1.39,1,,57,59,
D3,TR,2157,PSEMEN,1,,,,,11.7,-169,-10,
D3,TR,2165,PSEMEN,1,,,,,5.15,84,50,
D3,TR,,PSEMEN,1,D,,,,1.09,-170,-168,
D3,SA,,PSEMEN,1,D,200,1.86,1,,-183,-162,
D3,TR,,PSEMEN,1,D,,,,1.2,110,98,
D3,TR,,PSEMEN,1,D,,,,1.7,83,170,
D3,SA,2158,ARBMEN,1,,52,0.33,1,,-182,127,
D3,TR,2163,PSEMEN,1,,,,,3.6,99,-170,
D3,TR,2164,PSEMEN,1,,,,,5.15,114,-170,
D3,SA,,PSEMEN,1,D,174,2.56,1,,-176,122,
D3,SA,,PSEMEN,1,D,200,1.52,1,,141,-142,
D3,TR,2166,PSEMEN,1,,,,,5.4,-231,74,
D3,SA,2159,UMBCAL,1,,64,0.64,1,,-281,71,
D3,TR,,PSEMEN,1,D,,,,1.35,21,-85,
D3,TR,,PSEMEN,1,D,,,,1.05,33,-55,
D3,SA,,PSEMEN,1,D,150,1.02,1,,-250,-12,
D3,SA,,PSEMEN,1,D,193,1.56,1,,-283,-56,
D3,TR,2160,PSEMEN,1,,,,,1.75,192,170,
D3,TR,2161,PSEMEN,1,,,,,2.7,206,173,
D3,TR,2162,PSEMEN,1,,,,,1.69,208,177,
D3,SA,,PSEMEN,1,D,102,0.79,1,,-324,-51,
D3,TR,,PSEMEN,1,D,,,,1.25,-297,-71,
D3,TR,2156,PSEMEN,1,,,,,3.55,220,183,
,,,,,,,,,,,,
D2,TR,2176,PSEMEN,1,,,,,6.8,125,-60,INPUTED AFTER AUG2013 RESURVEY 20130810 MFO
D2,TR,2177,PSEMEN,1,,,,,2.25,500,-130,INPUTED AFTER AUG2013 RESURVEY 20130810 MFO
D1,TR,2221,PSEMEN,1,,,,,6.3,500,-170,INPUTED AFTER AUG2013 RESURVEY 20130810 MFO
