"Plot Title: PPW1350_10319261"
"#1 Day","Date Time, GMT-07:00","Temp, °C (LGR S/N: 10319261, SEN S/N: 10319261)","RH, % (LGR S/N: 10319261, SEN S/N: 10319261)","Coupler Detached (LGR S/N: 10319261)","Coupler Attached (LGR S/N: 10319261)","Stopped (LGR S/N: 10319261)","End Of File (LGR S/N: 10319261)"
9776,08/03/15 05:00:00 AM,10.271,92.719,,,,
9777,08/03/15 05:30:00 AM,10.247,94.040,,,,
9778,08/03/15 06:00:00 AM,10.394,93.211,,,,
9779,08/03/15 06:30:00 AM,10.075,94.705,,,,
9780,08/03/15 07:00:00 AM,10.638,94.626,,,,
9781,08/03/15 07:30:00 AM,11.565,93.797,,,,
9782,08/03/15 08:00:00 AM,12.413,94.095,,,,
9783,08/03/15 08:30:00 AM,13.088,94.194,,,,
9784,08/03/15 09:00:00 AM,13.954,91.325,,,,
9785,08/03/15 09:30:00 AM,14.529,88.777,,,,
9786,08/03/15 10:00:00 AM,15.223,86.186,,,,
9787,08/03/15 10:30:00 AM,15.461,84.510,,,,
9788,08/03/15 11:00:00 AM,15.605,83.916,,,,
9789,08/03/15 11:30:00 AM,15.986,82.415,,,,
9790,08/03/15 12:00:00 PM,16.439,80.472,,,,
9791,08/03/15 12:30:00 PM,17.701,75.966,,,,
9792,08/03/15 01:00:00 PM,17.177,77.272,,,,
9793,08/03/15 01:30:00 PM,17.106,78.635,,,,
9794,08/03/15 02:00:00 PM,18.010,75.175,,,,
9795,08/03/15 02:30:00 PM,18.390,73.504,,,,
9796,08/03/15 03:00:00 PM,19.127,71.306,,,,
9797,08/03/15 03:30:00 PM,19.460,69.824,,,,
9798,08/03/15 04:00:00 PM,19.222,70.975,,,,
9799,08/03/15 04:30:00 PM,20.674,65.283,,,,
9800,08/03/15 05:00:00 PM,20.960,64.104,,,,
9801,08/03/15 05:30:00 PM,21.223,63.608,,,,
9802,08/03/15 06:00:00 PM,20.913,64.096,,,,
9803,08/03/15 06:30:00 PM,20.746,65.504,,,,
9804,08/03/15 07:00:00 PM,19.175,71.199,,,,
9805,08/03/15 07:30:00 PM,18.129,75.683,,,,
9806,08/03/15 08:00:00 PM,16.820,80.999,,,,
9807,08/03/15 08:30:00 PM,15.963,83.506,,,,
9808,08/03/15 09:00:00 PM,15.294,83.737,,,,
9809,08/03/15 09:30:00 PM,14.697,86.520,,,,
9810,08/03/15 10:00:00 PM,14.816,86.709,,,,
9811,08/03/15 10:30:00 PM,14.337,87.292,,,,
9812,08/03/15 11:00:00 PM,13.834,89.349,,,,
9813,08/03/15 11:30:00 PM,13.449,90.623,,,,
9814,08/04/15 12:00:00 AM,13.161,91.752,,,,
9815,08/04/15 12:30:00 AM,12.968,92.743,,,,
9816,08/04/15 01:00:00 AM,12.847,93.126,,,,
9817,08/04/15 01:30:00 AM,12.485,93.445,,,,
9818,08/04/15 02:00:00 AM,12.437,93.999,,,,
9819,08/04/15 02:30:00 AM,12.195,93.679,,,,
9820,08/04/15 03:00:00 AM,12.171,95.464,,,,
9821,08/04/15 03:30:00 AM,12.413,95.733,,,,
9822,08/04/15 04:00:00 AM,12.171,94.750,,,,
9823,08/04/15 04:30:00 AM,12.074,95.541,,,,
9824,08/04/15 05:00:00 AM,11.637,95.526,,,,
9825,08/04/15 05:30:00 AM,11.394,95.360,,,,
9826,08/04/15 06:00:00 AM,11.516,95.824,,,,
9827,08/04/15 06:30:00 AM,12.098,96.157,,,,
9828,08/04/15 07:00:00 AM,12.316,95.503,,,,
9829,08/04/15 07:30:00 AM,12.703,96.573,,,,
9830,08/04/15 08:00:00 AM,13.618,95.541,,,,
9831,08/04/15 08:30:00 AM,14.553,93.149,,,,
9832,08/04/15 09:00:00 AM,14.960,90.947,,,,
9833,08/04/15 09:30:00 AM,15.652,88.943,,,,
9834,08/04/15 10:00:00 AM,16.820,84.275,,,,
9835,08/04/15 10:30:00 AM,18.010,79.752,,,,
9836,08/04/15 11:00:00 AM,19.722,74.256,,,,
9837,08/04/15 11:30:00 AM,20.984,67.984,,,,
9838,08/04/15 12:00:00 PM,22.489,62.398,,,,
9839,08/04/15 12:30:00 PM,23.448,59.129,,,,
9840,08/04/15 01:00:00 PM,24.726,54.784,,,,
9841,08/04/15 01:30:00 PM,26.304,49.166,,,,
9842,08/04/15 02:00:00 PM,27.358,45.942,,,,
9843,08/04/15 02:30:00 PM,28.816,42.546,,,,
9844,08/04/15 03:00:00 PM,29.690,41.686,,,,
9845,08/04/15 03:30:00 PM,28.147,46.460,,,,
9846,08/04/15 04:00:00 PM,28.345,45.344,,,,
9847,08/04/15 04:30:00 PM,28.245,44.810,,,,
9848,08/04/15 05:00:00 PM,27.850,45.741,,,,
9849,08/04/15 05:30:00 PM,26.573,47.270,,,,
9850,08/04/15 06:00:00 PM,25.258,48.744,,,,
9851,08/04/15 06:30:00 PM,24.508,50.495,,,,
9852,08/04/15 07:00:00 PM,23.641,53.219,,,,
9853,08/04/15 07:30:00 PM,22.872,55.608,,,,
9854,08/04/15 08:00:00 PM,21.891,58.887,,,,
9855,08/04/15 08:30:00 PM,20.770,62.297,,,,
9856,08/04/15 09:00:00 PM,19.746,64.526,,,,
9857,08/04/15 09:30:00 PM,19.080,67.994,,,,
9858,08/04/15 10:00:00 PM,18.509,69.939,,,,
9859,08/04/15 10:30:00 PM,17.915,71.770,,,,
9860,08/04/15 11:00:00 PM,17.510,73.417,,,,
9861,08/04/15 11:30:00 PM,17.011,75.201,,,,
9862,08/05/15 12:00:00 AM,16.487,77.242,,,,
9863,08/05/15 12:30:00 AM,16.153,77.845,,,,
9864,08/05/15 01:00:00 AM,15.772,78.938,,,,
9865,08/05/15 01:30:00 AM,15.438,81.606,,,,
9866,08/05/15 02:00:00 AM,15.581,82.380,,,,
9867,08/05/15 02:30:00 AM,15.223,80.787,,,,
9868,08/05/15 03:00:00 AM,14.649,84.621,,,,
9869,08/05/15 03:30:00 AM,14.122,85.201,,,,
9870,08/05/15 04:00:00 AM,13.882,85.737,,,,
9871,08/05/15 04:30:00 AM,13.858,86.429,,,,
9872,08/05/15 05:00:00 AM,13.473,86.605,,,,
9873,08/05/15 05:30:00 AM,13.137,89.020,,,,
9874,08/05/15 06:00:00 AM,13.305,89.008,,,,
9875,08/05/15 06:30:00 AM,12.920,88.147,,,,
9876,08/05/15 07:00:00 AM,12.775,88.271,,,,
9877,08/05/15 07:30:00 AM,12.823,90.989,,,,
9878,08/05/15 08:00:00 AM,13.858,92.216,,,,
9879,08/05/15 08:30:00 AM,15.390,87.543,,,,
9880,08/05/15 09:00:00 AM,16.987,83.217,,,,
9881,08/05/15 09:30:00 AM,18.937,77.666,,,,
9882,08/05/15 10:00:00 AM,20.698,70.141,,,,
9883,08/05/15 10:30:00 AM,22.393,62.776,,,,
9884,08/05/15 11:00:00 AM,23.569,58.068,,,,
9885,08/05/15 11:30:00 AM,24.847,54.708,,,,
9886,08/05/15 12:00:00 PM,26.402,48.954,,,,
9887,08/05/15 12:30:00 PM,27.628,43.725,,,,
9888,08/05/15 01:00:00 PM,29.315,39.155,,,,
9889,08/05/15 01:30:00 PM,30.469,36.828,,,,
9890,08/05/15 02:00:00 PM,30.900,37.845,,,,
9891,08/05/15 02:30:00 PM,31.919,34.055,,,,
9892,08/05/15 03:00:00 PM,31.893,33.542,,,,
9893,08/05/15 03:30:00 PM,31.153,33.612,,,,
9894,08/05/15 04:00:00 PM,29.464,38.704,,,,
9895,08/05/15 04:30:00 PM,29.865,37.440,,,,
9896,08/05/15 05:00:00 PM,28.766,37.965,,,,
9897,08/05/15 05:30:00 PM,25.939,43.563,,,,
9898,08/05/15 06:00:00 PM,24.944,42.178,,,,
9899,08/05/15 06:30:00 PM,22.896,49.552,,,,
9900,08/05/15 07:00:00 PM,20.936,55.788,,,,
9901,08/05/15 07:30:00 PM,19.674,60.335,,,,
9902,08/05/15 08:00:00 PM,18.628,62.663,,,,
9903,08/05/15 08:30:00 PM,17.605,66.259,,,,
9904,08/05/15 09:00:00 PM,16.796,71.699,,,,
9905,08/05/15 09:30:00 PM,16.177,76.812,,,,
9906,08/05/15 10:00:00 PM,16.058,76.984,,,,
9907,08/05/15 10:30:00 PM,15.151,83.432,,,,
9908,08/05/15 11:00:00 PM,14.601,85.906,,,,
9909,08/05/15 11:30:00 PM,14.409,87.416,,,,
9910,08/06/15 12:00:00 AM,14.074,87.416,,,,
9911,08/06/15 12:30:00 AM,13.666,87.025,,,,
9912,08/06/15 01:00:00 AM,13.690,88.308,,,,
9913,08/06/15 01:30:00 AM,13.594,90.449,,,,
9914,08/06/15 02:00:00 AM,13.497,91.890,,,,
9915,08/06/15 02:30:00 AM,13.401,92.100,,,,
9916,08/06/15 03:00:00 AM,13.449,93.229,,,,
9917,08/06/15 03:30:00 AM,13.594,92.695,,,,
9918,08/06/15 04:00:00 AM,13.714,92.882,,,,
9919,08/06/15 04:30:00 AM,13.834,92.861,,,,
9920,08/06/15 05:00:00 AM,13.882,93.211,,,,
9921,08/06/15 05:30:00 AM,14.050,92.395,,,,
9922,08/06/15 06:00:00 AM,14.218,91.732,,,,
9923,08/06/15 06:30:00 AM,14.314,91.206,,,,
9924,08/06/15 07:00:00 AM,14.433,91.105,,,,
9925,08/06/15 07:30:00 AM,14.816,89.802,,,,
9926,08/06/15 08:00:00 AM,15.079,88.751,,,,
9927,08/06/15 08:30:00 AM,15.342,86.941,,,,
9928,08/06/15 09:00:00 AM,15.986,84.929,,,,
9929,08/06/15 09:30:00 AM,16.201,82.848,,,,
9930,08/06/15 10:00:00 AM,16.987,80.535,,,,
9931,08/06/15 10:30:00 AM,17.653,77.935,,,,
9932,08/06/15 11:00:00 AM,18.652,73.239,,,,
9933,08/06/15 11:30:00 AM,19.936,68.178,,,,
9934,08/06/15 12:00:00 PM,21.294,60.837,,,,
9935,08/06/15 12:30:00 PM,21.963,59.204,,,,
9936,08/06/15 01:00:00 PM,23.352,54.681,,,,
9937,08/06/15 01:30:00 PM,23.857,52.746,,,,
9938,08/06/15 02:00:00 PM,24.992,51.036,,,,
9939,08/06/15 02:30:00 PM,25.598,49.938,,,,
9940,08/06/15 03:00:00 PM,24.798,52.150,,,,
9941,08/06/15 03:30:00 PM,24.291,52.049,,,,
9942,08/06/15 04:00:00 PM,24.074,51.956,,,,
9943,08/06/15 04:30:00 PM,23.809,53.305,,,,
9944,08/06/15 05:00:00 PM,23.472,54.636,,,,
9945,08/06/15 05:30:00 PM,22.944,56.178,,,,
9946,08/06/15 06:00:00 PM,21.795,59.453,,,,
9947,08/06/15 06:30:00 PM,20.793,62.964,,,,
9948,08/06/15 07:00:00 PM,19.270,68.411,,,,
9949,08/06/15 07:30:00 PM,18.081,74.532,,,,
9950,08/06/15 08:00:00 PM,17.130,77.375,,,,
9951,08/06/15 08:30:00 PM,16.320,81.028,,,,
9952,08/06/15 09:00:00 PM,15.724,83.343,,,,
9953,08/06/15 09:30:00 PM,15.294,85.176,,,,
9954,08/06/15 10:00:00 PM,14.912,87.188,,,,
9955,08/06/15 10:30:00 PM,14.697,88.232,,,,
9956,08/06/15 11:00:00 PM,14.457,89.449,,,,
9957,08/06/15 11:30:00 PM,14.697,88.897,,,,
9958,08/07/15 12:00:00 AM,14.625,89.304,,,,
9959,08/07/15 12:30:00 AM,14.457,90.031,,,,
9960,08/07/15 01:00:00 AM,14.385,91.066,,,,
9961,08/07/15 01:30:00 AM,14.385,91.303,,,,
9962,08/07/15 02:00:00 AM,14.337,91.841,,,,
9963,08/07/15 02:30:00 AM,14.290,92.534,,,,
9964,08/07/15 03:00:00 AM,14.218,92.959,,,,
9965,08/07/15 03:30:00 AM,13.954,93.981,,,,
9966,08/07/15 04:00:00 AM,13.810,94.460,,,,
9967,08/07/15 04:30:00 AM,13.786,94.711,,,,
9968,08/07/15 05:00:00 AM,13.714,95.618,,,,
9969,08/07/15 05:30:00 AM,13.810,95.438,,,,
9970,08/07/15 06:00:00 AM,13.738,95.598,,,,
9971,08/07/15 06:30:00 AM,13.546,96.443,,,,
9972,08/07/15 07:00:00 AM,13.473,96.984,,,,
9973,08/07/15 07:30:00 AM,13.329,96.818,,,,
9974,08/07/15 08:00:00 AM,13.185,98.224,,,,
9975,08/07/15 08:30:00 AM,13.401,98.258,,,,
9976,08/07/15 09:00:00 AM,13.762,96.398,,,,
9977,08/07/15 09:30:00 AM,14.122,94.980,,,,
9978,08/07/15 10:00:00 AM,14.409,93.008,,,,
9979,08/07/15 10:30:00 AM,15.127,89.347,,,,
9980,08/07/15 11:00:00 AM,16.177,84.183,,,,
9981,08/07/15 11:30:00 AM,17.320,79.212,,,,
9982,08/07/15 12:00:00 PM,18.414,75.456,,,,
9983,08/07/15 12:30:00 PM,19.627,70.789,,,,
9984,08/07/15 01:00:00 PM,20.841,67.217,,,,
9985,08/07/15 01:30:00 PM,22.776,58.286,,,,
9986,08/07/15 02:00:00 PM,23.737,56.295,,,,
9987,08/07/15 02:30:00 PM,25.040,51.867,,,,
9988,08/07/15 03:00:00 PM,25.574,50.095,,,,
9989,08/07/15 03:30:00 PM,26.231,48.194,,,,
9990,08/07/15 04:00:00 PM,25.987,48.259,,,,
9991,08/07/15 04:30:00 PM,25.647,49.497,,,,
9992,08/07/15 05:00:00 PM,25.501,48.775,,,,
9993,08/07/15 05:30:00 PM,25.065,49.358,,,,
9994,08/07/15 06:00:00 PM,24.798,50.660,,,,
9995,08/07/15 06:30:00 PM,24.002,53.489,,,,
9996,08/07/15 07:00:00 PM,22.896,57.224,,,,
9997,08/07/15 07:30:00 PM,21.748,61.184,,,,
9998,08/07/15 08:00:00 PM,20.555,64.545,,,,
9999,08/07/15 08:30:00 PM,19.270,67.262,,,,
10000,08/07/15 09:00:00 PM,18.224,70.322,,,,
10001,08/07/15 09:30:00 PM,17.677,71.695,,,,
10002,08/07/15 10:00:00 PM,16.963,72.622,,,,
10003,08/07/15 10:30:00 PM,16.868,70.906,,,,
10004,08/07/15 11:00:00 PM,18.224,63.313,,,,
10005,08/07/15 11:30:00 PM,17.867,65.419,,,,
10006,08/08/15 12:00:00 AM,15.939,70.816,,,,
10007,08/08/15 12:30:00 AM,14.721,75.977,,,,
10008,08/08/15 01:00:00 AM,14.170,77.568,,,,
10009,08/08/15 01:30:00 AM,13.449,80.042,,,,
10010,08/08/15 02:00:00 AM,12.968,82.991,,,,
10011,08/08/15 02:30:00 AM,12.558,83.735,,,,
10012,08/08/15 03:00:00 AM,12.074,86.220,,,,
10013,08/08/15 03:30:00 AM,11.710,87.326,,,,
10014,08/08/15 04:00:00 AM,11.370,87.746,,,,
10015,08/08/15 04:30:00 AM,11.127,88.580,,,,
10016,08/08/15 05:00:00 AM,11.005,89.518,,,,
10017,08/08/15 05:30:00 AM,10.932,90.203,,,,
10018,08/08/15 06:00:00 AM,10.785,90.426,,,,
10019,08/08/15 06:30:00 AM,10.541,90.649,,,,
10020,08/08/15 07:00:00 AM,10.247,92.045,,,,
10021,08/08/15 07:30:00 AM,10.883,93.236,,,,
10022,08/08/15 08:00:00 AM,11.662,93.694,,,,
10023,08/08/15 08:30:00 AM,14.074,85.943,,,,
10024,08/08/15 09:00:00 AM,16.749,73.668,,,,
10025,08/08/15 09:30:00 AM,17.748,68.426,,,,
10026,08/08/15 10:00:00 AM,19.318,60.943,,,,
10027,08/08/15 10:30:00 AM,20.793,58.991,,,,
10028,08/08/15 11:00:00 AM,22.226,53.552,,,,
10029,08/08/15 11:30:00 AM,23.328,48.114,,,,
10030,08/08/15 12:00:00 PM,24.871,44.802,,,,
10031,08/08/15 12:30:00 PM,26.231,39.760,,,,
10032,08/08/15 01:00:00 PM,27.604,35.175,,,,
10033,08/08/15 01:30:00 PM,28.717,29.859,,,,
10034,08/08/15 02:00:00 PM,30.041,33.783,,,,
10035,08/08/15 02:30:00 PM,29.991,32.896,,,,
10036,08/08/15 03:00:00 PM,30.520,30.760,,,,
10037,08/08/15 03:30:00 PM,30.495,35.448,,,,
10038,08/08/15 04:00:00 PM,30.268,34.650,,,,
10039,08/08/15 04:30:00 PM,30.016,35.942,,,,
10040,08/08/15 05:00:00 PM,29.439,37.431,,,,
10041,08/08/15 05:30:00 PM,28.245,39.973,,,,
10042,08/08/15 06:00:00 PM,27.210,42.170,,,,
10043,08/08/15 06:30:00 PM,26.109,45.370,,,,
10044,08/08/15 07:00:00 PM,24.798,49.036,,,,
10045,08/08/15 07:30:00 PM,23.761,51.913,,,,
10046,08/08/15 08:00:00 PM,22.417,56.162,,,,
10047,08/08/15 08:30:00 PM,21.032,58.967,,,,
10048,08/08/15 09:00:00 PM,20.222,60.513,,,,
10049,08/08/15 09:30:00 PM,19.270,62.860,,,,
10050,08/08/15 10:00:00 PM,18.818,64.278,,,,
10051,08/08/15 10:30:00 PM,18.247,65.338,,,,
10052,08/08/15 11:00:00 PM,18.604,62.270,,,,
10053,08/08/15 11:30:00 PM,17.748,66.048,,,,
10054,08/09/15 12:00:00 AM,17.034,67.097,,,,
10055,08/09/15 12:30:00 AM,16.487,69.793,,,,
10056,08/09/15 01:00:00 AM,16.225,71.244,,,,
10057,08/09/15 01:30:00 AM,16.106,71.250,,,,
10058,08/09/15 02:00:00 AM,15.103,74.618,,,,
10059,08/09/15 02:30:00 AM,14.960,74.674,,,,
10060,08/09/15 03:00:00 AM,14.840,75.805,,,,
10061,08/09/15 03:30:00 AM,14.553,76.755,,,,
10062,08/09/15 04:00:00 AM,14.002,78.145,,,,
10063,08/09/15 04:30:00 AM,13.714,81.580,,,,
10064,08/09/15 05:00:00 AM,12.896,85.131,,,,
10065,08/09/15 05:30:00 AM,12.606,85.170,,,,
10066,08/09/15 06:00:00 AM,12.461,86.791,,,,
10067,08/09/15 06:30:00 AM,12.316,85.717,,,,
10068,08/09/15 07:00:00 AM,12.147,87.907,,,,
10069,08/09/15 07:30:00 AM,12.389,87.172,,,,
10070,08/09/15 08:00:00 AM,12.727,88.207,,,,
10071,08/09/15 08:30:00 AM,13.930,87.034,,,,
10072,08/09/15 09:00:00 AM,15.819,81.139,,,,
10073,08/09/15 09:30:00 AM,17.320,71.021,,,,
10074,08/09/15 10:00:00 AM,18.747,64.266,,,,
10075,08/09/15 10:30:00 AM,19.793,62.015,,,,
10076,08/09/15 11:00:00 AM,20.674,57.381,,,,
10077,08/09/15 11:30:00 AM,21.748,50.380,,,,
10078,08/09/15 12:00:00 PM,23.040,46.992,,,,
10079,08/09/15 12:30:00 PM,24.002,45.247,,,,
10080,08/09/15 01:00:00 PM,25.598,41.859,,,,
10081,08/09/15 01:30:00 PM,26.793,38.364,,,,
10082,08/09/15 02:00:00 PM,28.171,35.363,,,,
10083,08/09/15 02:30:00 PM,29.540,33.432,,,,
10084,08/09/15 03:00:00 PM,30.091,38.601,,,,
10085,08/09/15 03:30:00 PM,29.190,38.442,,,,
10086,08/09/15 04:00:00 PM,29.240,41.305,,,,
10087,08/09/15 04:30:00 PM,28.295,43.310,,,,
10088,08/09/15 05:00:00 PM,27.014,45.283,,,,
10089,08/09/15 05:30:00 PM,25.866,48.180,,,,
10090,08/09/15 06:00:00 PM,24.388,51.904,,,,
10091,08/09/15 06:30:00 PM,23.280,55.263,,,,
10092,08/09/15 07:00:00 PM,22.537,57.787,,,,
10093,08/09/15 07:30:00 PM,21.891,60.171,,,,
10094,08/09/15 08:00:00 PM,21.056,63.520,,,,
10095,08/09/15 08:30:00 PM,20.198,66.539,,,,
10096,08/09/15 09:00:00 PM,19.436,68.206,,,,
10097,08/09/15 09:30:00 PM,18.937,71.096,,,,
10098,08/09/15 10:00:00 PM,18.152,73.170,,,,
10099,08/09/15 10:30:00 PM,17.486,75.382,,,,
10100,08/09/15 11:00:00 PM,17.106,77.596,,,,
10101,08/09/15 11:30:00 PM,16.749,78.979,,,,
10102,08/10/15 12:00:00 AM,16.225,79.953,,,,
10103,08/10/15 12:30:00 AM,15.772,81.873,,,,
10104,08/10/15 01:00:00 AM,15.390,83.267,,,,
10105,08/10/15 01:30:00 AM,15.127,84.786,,,,
10106,08/10/15 02:00:00 AM,14.745,84.860,,,,
10107,08/10/15 02:30:00 AM,14.505,85.560,,,,
10108,08/10/15 03:00:00 AM,13.978,87.499,,,,
10109,08/10/15 03:30:00 AM,13.546,88.087,,,,
10110,08/10/15 04:00:00 AM,13.209,89.828,,,,
10111,08/10/15 04:30:00 AM,12.896,89.698,,,,
10112,08/10/15 05:00:00 AM,12.485,90.957,,,,
10113,08/10/15 05:30:00 AM,12.001,90.809,,,,
10114,08/10/15 06:00:00 AM,11.565,92.280,,,,
10115,08/10/15 06:30:00 AM,11.467,92.693,,,,
10116,08/10/15 07:00:00 AM,11.832,95.222,,,,
10117,08/10/15 07:30:00 AM,12.243,94.922,,,,
10118,08/10/15 08:00:00 AM,12.582,94.165,,,,
10119,08/10/15 08:30:00 AM,13.594,94.738,,,,
10120,08/10/15 09:00:00 AM,14.457,93.229,,,,
10121,08/10/15 09:30:00 AM,15.748,87.816,,,,
10122,08/10/15 10:00:00 AM,17.558,80.157,,,,
10123,08/10/15 10:30:00 AM,18.866,72.473,,,,
10124,08/10/15 11:00:00 AM,19.460,70.233,,,,
10125,08/10/15 11:30:00 AM,19.555,70.221,,,,
10126,08/10/15 12:00:00 PM,20.269,66.641,,,,
10127,08/10/15 12:30:00 PM,21.843,61.382,,,,
10128,08/10/15 01:00:00 PM,23.112,57.133,,,,
10129,08/10/15 01:30:00 PM,24.146,52.692,,,,
10130,08/10/15 02:00:00 PM,24.484,51.570,,,,
10131,08/10/15 02:30:00 PM,25.380,48.695,,,,
10132,08/10/15 03:00:00 PM,25.793,45.235,,,,
10133,08/10/15 03:30:00 PM,26.158,43.556,,,,
10134,08/10/15 04:00:00 PM,26.134,39.849,,,,
10135,08/10/15 04:30:00 PM,25.477,41.388,,,,
10136,08/10/15 05:00:00 PM,25.380,39.473,,,,
10137,08/10/15 05:30:00 PM,24.895,39.882,,,,
10138,08/10/15 06:00:00 PM,23.761,41.851,,,,
10139,08/10/15 06:30:00 PM,22.753,45.033,,,,
10140,08/10/15 07:00:00 PM,21.509,47.882,,,,
10141,08/10/15 07:30:00 PM,20.627,52.765,,,,
10142,08/10/15 08:00:00 PM,18.889,62.886,,,,
10143,08/10/15 08:30:00 PM,17.510,65.888,,,,
10144,08/10/15 09:00:00 PM,16.558,68.238,,,,
10145,08/10/15 09:30:00 PM,15.700,72.233,,,,
10146,08/10/15 10:00:00 PM,14.984,73.432,,,,
10147,08/10/15 10:30:00 PM,14.361,74.722,,,,
10148,08/10/15 11:00:00 PM,13.858,78.169,,,,
10149,08/10/15 11:30:00 PM,13.257,79.092,,,,
10150,08/11/15 12:00:00 AM,12.944,80.836,,,,
10151,08/11/15 12:30:00 AM,12.630,81.721,,,,
10152,08/11/15 01:00:00 AM,12.243,81.879,,,,
10153,08/11/15 01:30:00 AM,11.783,84.202,,,,
10154,08/11/15 02:00:00 AM,11.419,86.277,,,,
10155,08/11/15 02:30:00 AM,11.102,86.572,,,,
10156,08/11/15 03:00:00 AM,10.516,88.273,,,,
10157,08/11/15 03:30:00 AM,10.296,90.225,,,,
10158,08/11/15 04:00:00 AM,9.928,89.952,,,,
10159,08/11/15 04:30:00 AM,9.657,90.866,,,,
10160,08/11/15 05:00:00 AM,9.262,91.716,,,,
10161,08/11/15 05:30:00 AM,9.706,92.240,,,,
10162,08/11/15 06:00:00 AM,9.657,94.999,,,,
10163,08/11/15 06:30:00 AM,9.903,93.949,,,,
10164,08/11/15 07:00:00 AM,9.903,94.127,,,,
10165,08/11/15 07:30:00 AM,10.516,93.600,,,,
10166,08/11/15 08:00:00 AM,11.419,97.263,,,,
10167,08/11/15 08:30:00 AM,12.001,96.334,,,,
10168,08/11/15 09:00:00 AM,12.340,94.461,,,,
10169,08/11/15 09:30:00 AM,13.281,91.626,,,,
10170,08/11/15 10:00:00 AM,14.984,86.265,,,,
10171,08/11/15 10:30:00 AM,17.058,73.271,,,,
10172,08/11/15 11:00:00 AM,18.747,59.278,,,,
10173,08/11/15 11:30:00 AM,20.269,48.767,,,,
10174,08/11/15 12:00:00 PM,21.652,45.989,,,,
10175,08/11/15 12:30:00 PM,22.441,46.725,,,,
10176,08/11/15 01:00:00 PM,23.569,42.057,,,,
10177,08/11/15 01:30:00 PM,24.388,41.333,,,,
10178,08/11/15 02:00:00 PM,26.036,38.981,,,,
10179,08/11/15 02:30:00 PM,26.378,37.193,,,,
10180,08/11/15 03:00:00 PM,26.867,37.541,,,,
10181,08/11/15 03:30:00 PM,27.136,35.198,,,,
10182,08/11/15 04:00:00 PM,27.136,32.677,,,,
10183,08/11/15 04:30:00 PM,27.505,31.661,,,,
10184,08/11/15 05:00:00 PM,26.622,33.842,,,,
10185,08/11/15 05:30:00 PM,26.061,39.544,,,,
10186,08/11/15 06:00:00 PM,24.508,46.918,,,,
10187,08/11/15 06:30:00 PM,23.280,51.248,,,,
10188,08/11/15 07:00:00 PM,22.034,53.993,,,,
10189,08/11/15 07:30:00 PM,21.127,57.726,,,,
10190,08/11/15 08:00:00 PM,20.246,61.365,,,,
10191,08/11/15 08:30:00 PM,19.318,66.650,,,,
10192,08/11/15 09:00:00 PM,18.509,71.276,,,,
10193,08/11/15 09:30:00 PM,17.843,73.941,,,,
10194,08/11/15 10:00:00 PM,17.201,79.019,,,,
10195,08/11/15 10:30:00 PM,16.701,79.833,,,,
10196,08/11/15 11:00:00 PM,16.392,82.863,,,,
10197,08/11/15 11:30:00 PM,15.986,84.657,,,,
10198,08/12/15 12:00:00 AM,15.557,87.314,,,,
10199,08/12/15 12:30:00 AM,15.079,86.395,,,,
10200,08/12/15 01:00:00 AM,14.601,89.113,,,,
10201,08/12/15 01:30:00 AM,14.337,88.677,,,,
10202,08/12/15 02:00:00 AM,14.122,90.080,,,,
10203,08/12/15 02:30:00 AM,13.810,91.551,,,,
10204,08/12/15 03:00:00 AM,13.738,92.862,,,,
10205,08/12/15 03:30:00 AM,14.098,92.199,,,,
10206,08/12/15 04:00:00 AM,13.834,92.757,,,,
10207,08/12/15 04:30:00 AM,13.425,96.564,,,,
10208,08/12/15 05:00:00 AM,13.594,96.813,,,,
10209,08/12/15 05:30:00 AM,13.546,97.562,,,,
10210,08/12/15 06:00:00 AM,13.546,97.588,,,,
10211,08/12/15 06:30:00 AM,13.594,98.538,,,,
10212,08/12/15 07:00:00 AM,13.738,98.476,,,,
10213,08/12/15 07:30:00 AM,14.026,98.555,,,,
10214,08/12/15 08:00:00 AM,14.242,98.487,,,,
10215,08/12/15 08:30:00 AM,14.888,97.569,,,,
10216,08/12/15 09:00:00 AM,15.533,95.376,,,,
10217,08/12/15 09:30:00 AM,16.153,92.299,,,,
10218,08/12/15 10:00:00 AM,16.868,89.613,,,,
10219,08/12/15 10:30:00 AM,17.510,85.390,,,,
10220,08/12/15 11:00:00 AM,18.818,78.009,,,,
10221,08/12/15 11:30:00 AM,20.460,70.390,,,,
10222,08/12/15 12:00:00 PM,21.628,61.134,,,,
10223,08/12/15 12:30:00 PM,22.585,57.825,,,,
10224,08/12/15 01:00:00 PM,23.208,56.217,,,,
10225,08/12/15 01:30:00 PM,24.291,50.053,,,,
10226,08/12/15 02:00:00 PM,25.574,39.921,,,,
10227,08/12/15 02:30:00 PM,26.475,38.861,,,,
10228,08/12/15 03:00:00 PM,27.087,43.008,,,,
10229,08/12/15 03:30:00 PM,26.818,39.921,,,,
10230,08/12/15 04:00:00 PM,27.063,38.657,,,,
10231,08/12/15 04:30:00 PM,26.891,37.843,,,,
10232,08/12/15 05:00:00 PM,26.378,38.321,,,,
10233,08/12/15 05:30:00 PM,25.793,39.780,,,,
10234,08/12/15 06:00:00 PM,24.871,43.342,,,,
10235,08/12/15 06:30:00 PM,23.617,46.358,,,,
