SORT,Plot ID,1330,,Sampler(s),"MO, MK, AC, KO",,,,,Date ,20180711,,,,,,,,
307,C3,SA,3750,,,PSEMEN,0,0,,,,,,,,,,1,GONE
308,C3,SA,3980,,,FRACAL,0,0,,,,,,,,,,1,GONE
309,C3,TR,9999.99,,,PSEMEN,0,0,0,0,0,,,,,,,1,GONE -typo 3957- don't know who it is- place holder 9999.99 till I figure it out- mkqc22
310,C3,SA,3960,,,QUEAGR,0,0,,,,,0.81,1,,,,1,GONE
311,C3,SA,3929,,,UMBCAL,0,0,,,,,1.1,0,,,,0,
312,B4,TR,3788.8,,,HETARB,0,0,0,0,0,,,,1.34,,,0,
313,B4,TR,3788.7,,,HETARB,0,0,0,0,0,,,,2.29,,,0,
314,B4,TS,3788.9,,,HETARB,0,1,,,,,1.12,0,0.81,99.2,4,0,
315,B4,TR,3788.3,,,HETARB,0,0,0,0,0,,,,1.23,,,0,
316,B4,TR,3788.6,,,HETARB,0,0,0,0,0,,,,2.34,,,0,
317,B4,TR,3788.1,,,HETARB,0,0,0,0,0,,,,,,,1,GONE
318,B4,TR,3788.4,,,HETARB,0,0,0,0,0,,,,1.86,,,0,
319,B4,TR,3788.2,,,HETARB,0,0,0,0,0,,,,1.27,,,0,
320,B4,TR,5706,40,460,UMBCAL,0,1,0,0,0,,,,1.87,114.5,6,0,"USED TO BE hetarb 3788.5, but its an unbcal- gave it a new tag- changed it in 2013 DB to match , OG DEAD- deleted hetarb 3788.5 bc its an umbcal and had no data and deosnt exsist"
321,B4,TR,3791,,,HETARB,0,1,0,0,0,,,,2.05,81,4,0,
322,B4,TS,3791.1,,,HETARB,0,0,,,,,,,,,,1,GONE
323,B4,TR,3772,,,PSEMEN,1,0,0,1,1,,,,7.5,,,0,
324,B4,TR,3771,,,PSEMEN,0,0,0,0,0,,,,5.5,,,0,
325,B4,SA,3845,,,UMBCAL,0,1,,,,,1.9,0,,100.8,1,0,
326,B4,TR,3775,,,PSEMEN,1,0,0,1,2,,,,15,,,0,
327,B4,SA,3783,,,UMBCAL,0,1,,,,,,,,,,1,GONE
328,B3,TR,3795,,,UMBCAL,0,0,0,0,0,,,,4.23,183.5,4,0,
329,B4,SA,3786,,,UMBCAL,0,0,,,,,0.9,0,,,,0,
330,B4,TR,3794,,,PSEMEN,0,0,0,0,0,,,,,,,1,GONE
331,B4,,3793,,,,0,0,,,,,,,,,,1,GONE
332,B4,TR,3779,,,PSEMEN,1,0,0,1,2,,,,19.7,,,0,
333,B4,TR,3792,,,AMOCAL,0,1,0,0,0,,,,1.97,117,9,0,
334,B4,TR,3776,,,HETARB,0,1,0,0,0,,,,6.21,125.2,9,0,
335,B4,TR,3776.1,,,HETARB,0,1,0,0,0,,,,6.85,150.8,21,0,
336,B4,TR,3776.2,,,HETARB,0,1,0,0,0,,,,6.07,115,12,0,
337,B4,TR,3776.3,,,HETARB,0,0,0,0,0,,,,,,,0,GONE
338,B4,TS,3776.4,,,HETARB,0,0,,,,,0.95,0,,,,0,
339,B4,TR,3466,,,UMBCAL,0,0,0,0,0,,,,0.96,,,0,
340,B4,TR,3773,,,QUEGAR,1,1,0,1,2,,,,28.5,66.5,8,0,
341,B4,TS,3773.1,,,QUEGAR,0,0,,,,,,,,,,0,GONE
342,B4,TR,3774,,,QUEGAR,1,1,0,1,2,,,,19.4,76,1,0,
343,B4,SA,3784,,,UMBCAL,0,0,,,,,,,,,,1,GONE
344,B4,SA,3790,,,UMBCAL,0,1,,,,,1.62,0,,78,1,0,
345,B4,SA,3472,,,UMBCAL,0,0,,,,,,,,,,0,"GONE, NOT FOUND"
346,B4,SA,3778,,,AMOCAL,0,1,,,,,,,,89,3,0,
347,B4,SA,3780,,,UMBCAL,0,0,,,,,0.31,0,,,,0,
348,B4,SA,5707,267,304,AMOCAL,1,0,,,,78.6,0.42,0,,,,0,
349,B4,SA,3777,,,UMBCAL,0,1,,,,,,,,47.6,0,0,
350,B4,SA,5708,247,304,UMBCAL,1,0,,,,62,0.39,2,,,,0,was dup 5705- mkqc2022
351,B4,TR,3782,,,UMBCAL,0,0,0,0,0,,,,,,,0,GONE
352,B4,SA,3734,,,UMBCAL,0,0,,,,,,,,,,1,GONE
353,B3,SA,3785,,,UMBCAL,0,0,,,,,,,,,,1,GONE
354,A2,SA,3481,,,AMOCAL,0,0,,,,,,,,,,1,GONE ( DELETED AN IDENTICAL DUP 2 LINE 180ISH WITH NO DATA-MKQC2022)
355,A1,SA,999.1,,,UMBCAL,0,0,,,,,0.53,1,,,,0,
356,A2,SA,5689,373,25,UMBCAL,0,1,,,,,0.46,0,,27.9,0,0,OG DEAD
357,B3,TR,3739,,,HETARB,0,1,0,0,0,,,,2.53,112.5,12,0,
358,B3,SA,3806,,,AMOCAL,0,1,,,,,1.16,0,0.97,159.5,1,0,
359,B3,TR,3748,,,AMOCAL,0,0,0,0,0,,,,,,,1,GONE
360,B3,TR,3805,,,UMBCAL,0,1,0,0,0,,,,2.38,116,6,0,
361,B3,TR,3805.1,,,UMBCAL,0,1,0,0,0,,,,1.21,,,0,
362,B3,TR,3805.2,,,UMBCAL,0,0,0,0,0,,,,1.45,,,0,
363,B3,TR,3804,,,HETARB,0,1,0,0,0,,,,7.17,158.6,30,0,30+ BASAL RESPROUT COUNT
364,B3,TR,3804.1,,,HETARB,0,1,0,0,0,,,,4.63,130,7,0,
365,B3,TR,3804.2,,,HETARB,0,1,0,0,0,,,,2.72,11.5,3,0,
366,B3,TR,3804.4,,,HETARB,1,0,1,0,1,,,,2.57,,,0,
367,C3,TR,3972,,,PSEMEN,1,0,0,1,2,,,,7.2,,,0,
368,C3,SA,3979,,,AMOCAL,0,0,,,,,,,,,,1,GONE
369,C3,SA,4113,,,HETARB,0,0,,,,,,,,,,1,GONE
370,C3,TR,3918,,,PSEMEN,0,0,0,0,0,,,,3.3,,,0,
371,D3,TR,4082,,,UMBCAL,0,1,0,0,0,,1.63,1,1,75.2,3,0,"OG DEAD, NOW A TR"
372,D3,TR,4084,,,UMBCAL,0,1,0,0,0,,1.97,0,1.05,,,0,
373,D3,SA,4085,,,UMBCAL,0,1,,,,,0.57,0,,30,0,0,OG DEAD
374,D3,TR,4080,,,UMBCAL,0,1,0,0,0,,,,2.1,79.8,12,0,OG DEAD
375,D3,TR,4081,,,PSEMEN,0,0,0,0,0,,,,2.4,,,0,
376,D3,SA,4083,,,AMOCAL,0,1,,,,,,,,30.9,0,0,OG DEAD
377,D3,TR,4136,,,QUEGAR,1,1,1,1,3,,,,21.3,92.6,24,0,QUEDOUXGAR?- was typo 4163- misenetred-mkqc22
378,D3,TR,4138,,,QUEGAR,1,1,1,1,4,,,,17.5,50.1,1,0,QUEDOUXGAR?
379,D3,TR,4140,,,QUEGAR,1,1,1,1,3,,,,20,72.4,12,0,QUEDOUXGAR?
380,D3,TR,4137,,,QUEGAR,1,1,1,1,4,,,,29.7,106.9,51,0,QUEDOUXGAR?
381,D3,SA,4174,,,QUEAGR,0,0,,,,,0.5,0,,,,0,OG DEAD
382,D3,SA,4130,,,AMOCAL,0,1,,,,,,,,86,3,0,"OG DEAD, GONE"
383,D3,TR,4183,,,QUEAGR,0,0,0,0,0,,2.1,0,,,,1,GONE
384,D3,SA,4165,,,UMBCAL,0,0,,,,,1.9,0,,,,0,OG DEAD
385,D3,TR,4132,,,HETARB,0,1,0,0,0,,,,,88,5,0,
386,D3,TR,4132.1,,,HETARB,0,0,0,0,0,,,,,,,0,
387,D3,TR,4132.2,,,HETARB,0,0,0,0,0,,,,2.25,,,1,GONE
388,D4,TR,4157,,,UMBCAL,0,0,0,0,0,,,,,,,0,GONE
389,D3,TS,4156.1,,,HETARB,0,0,,,,,,,,,,0,GONE
390,D3,TR,4139,,,PSEMEN,1,0,0,1,3,,,,19.4,,,0,
391,D3,TR,4133,,,PSEMEN,0,0,0,0,0,,,,2.2,,,0,
392,D3,TR,4156,,,HETARB,0,0,0,0,0,,,,2.7,,,0,
393,D3,SA,4172,,,UMBCAL,0,1,,,,,1.7,0,,59.3,2,0,OG DEAD
394,D3,SA,4200,,,UMBCAL,0,0,,,,,,,,,,1,GONE
395,B3,TR,3804.5,,,HETARB,0,1,0,0,0,,,,7.52,122.6,11,0,
396,B3,TR,3804.3,,,HETARB,0,0,0,0,0,,,,3.15,,,0,
397,B3,TR,3804.8,,,HETARB,0,0,0,0,0,,,,2.21,,,0,
398,B3,TS,3804.14,,,HETARB,0,1,,,,,1.09,0,,109.5,1,0,
399,B3,TR,3804.12,,,HETARB,0,0,0,0,0,,,,2.03,,,0,
400,B3,TR,3804.01,,,HETARB,0,0,0,0,0,,,,2.52,,,0,POINT 10
401,B3,TR,3804.6,,,HETARB,0,1,0,0,0,,,,2.31,132.6,2,0,
402,B3,TR,3804.9,,,HETARB,0,0,0,0,0,,,,2.25,,,0,
403,B3,TR,3804.11,,,HETARB,0,0,0,0,0,,,,1.73,,,0,
404,B3,TR,3804.7,,,HETARB,0,0,0,0,0,,,,,,,0,
405,B3,TR,3804.13,,,HETARB,0,1,0,0,0,,,,2.79,106,10,0,
406,B3,SA,3807,,,UMBCAL,0,0,,,,,0.95,0,,,,0,
407,B3,SA,3703,,,UMBCAL,0,1,,,,,0.81,0,,63.3,1,0,
408,B3,TR,3735,,,HETARB,0,1,0,0,0,,,,2.09,67.9,7,0,
409,B3,SA,3736,,,HETARB,0,1,,,,,1.23,0,,17.5,0,0,
410,B3,SA,3738,,,AMOCAL,0,1,,,,,1.56,0,0.92,139,7,0,
411,B3,TR,5709,349,299,AMOCAL,0,1,0,0,0,,,,1.01,204,3,0,
412,B3,SA,3796,,,UMBCAL,0,1,,,,,0.8,0,,36.5,0,0,
413,B3,TR,3797,,,PSEMEN,0,0,0,0,0,,,,,,,1,GONE- changed from umbcal to match 2013 DB- mkqc2022
414,B3,TR,3798,,,UMBCAL,1,1,1,1,3,,,,3.33,108.6,5,0,
415,B3,SA,3745,,,UMBCAL,0,1,,,,,1.97,0,0.91,97.2,1,0,
416,B3,SA,3470,,,UMBCAL,0,1,,,,,,,,23,0,0,OG DEAD
417,B3,SA,3801,,,UMBCAL,0,1,,,,,0.65,0,,20.1,0,0,OG DEAD
418,B3,SA,3743,,,UMBCAL,0,0,,,,,,,,,,1,GONE
419,B3,TR,3808,,,HETARB,0,1,0,0,0,,,,3.03,124,8,0,
420,B3,TR,3808.1,,,HETARB,0,0,0,0,0,,,,0.88,,,0,
421,B3,TS,3808.3,,,HETARB,0,0,,,,,,,,,,0,
422,B3,TR,3812,,,PSEMEN,1,0,0,1,3,,,,11.7,,,0,
423,D3,SA,4175,,,QUEAGR,0,0,,,,,,,,,,1,GONE
424,D3,SA,4123,,,AMOCAL,0,1,,,,,,,,20.6,0,0,OG DEAD
425,D3,SA,4129,,,AMOCAL,0,0,,,,,,,,,,1,GONE
426,D3,TR,4127,,,AMOCAL,0,1,0,0,0,,,,,20.1,0,0,GONE
427,D3,SA,4079,,,QUEAGR,0,0,,,,,,,,,,1,GONE
428,D3,SA,5690,270,100,AMOCAL,1,0,,,,59.2,0.28,0,,,,0,
429,D3,TR,4128,,,HETARB,0,1,0,0,0,,,,3.6,136.3,18,0,
430,D3,TR,4135,,,HETARB,0,1,0,0,0,,,,6.9,118.9,3,0,
431,D3,TR,4135.1,,,HETARB,1,0,0,1,4,,,,6.1,,,0,
432,D3,TS,4136.1,,,QUEGAR,1,0,,,,51.4,0.6,0,,,,0,
433,D3,SA,4190,,,QUEAGR,1,0,,,,25.1,0.44,0,,,,0,
434,D3,SA,4134,,,CEACUN,0,0,,,,,,,,,,1,GONE
435,D3,TR,4167,,,HETARB,0,1,0,0,0,,,,2.4,112.3,5,0,OG DEAD
436,D3,TR,4167.1,,,HETARB,0,1,0,0,0,,,,1.05,129.8,9,0,OG DEAD
437,D3,TR,4167.2,,,HETARB,0,1,0,0,0,,,,2.6,122.8,16,0,OG DEAD- was misenetred as 4137.2- mkqc2022
438,D3,TR,4167.3,,,HETARB,0,1,0,0,0,,,,1.7,138.2,22,0,OG DEAD
439,D3,TR,4167.4,,,HETARB,0,0,0,0,0,,,,1.6,,,0,OG DEAD
440,D3,TR,4167.5,,,HETARB,0,1,0,0,0,,,,2.9,136.4,26,0,OG DEAD
441,D3,TR,4167.6,,,HETARB,0,1,0,0,0,,,,3.2,134.4,10,0,OG DEAD
442,D3,TR,4167.7,,,HETARB,0,0,0,0,0,,,,1.4,,,0,OG DEAD
443,D3,TR,4167.8,,,HETARB,0,1,0,0,0,,,,1.6,91,2,0,OG DEAD
444,D3,TR,4167.9,,,HETARB,0,1,0,0,0,,,,1.4,139.4,1,0,OG DEAD
445,D3,TR,4167.01,,,HETARB,0,1,0,0,0,,,,,106,5,0,"POINT 10, GONE"
446,D3,TS,4167.11,,,HETARB,0,1,,,,,1.4,0,,90.4,1,0,
447,D2,SA,4077,,,FRACAL,0,0,,,,,,,,,,0,GONE
448,D2,,4078,,,,0,0,,,,,,,,,,0,GONE
449,C2,SA,3911,,,AMOCAL,0,1,,,,,,,,20.3,0,0,OG DEAD/GONE
450,D2,TR,4069,,,HETARB,0,1,0,0,0,,,,5.2,133.1,20,0,OG DEAD
451,B3,TR,3746,,,HETARB,0,1,0,0,0,,,,3.26,93,5,0,OG DEAD
452,B3,TR,3746.1,,,HETARB,0,0,0,0,0,,,,1.87,,,0,
453,B3,TR,3746.2,,,HETARB,0,0,0,0,0,,,,1.44,89,3,0,
454,B2,TR,3810,,,FRACAL,0,1,0,0,0,,,,1.24,147.9,14,0,OG DEAD
455,B2,TR,3811,,,HETARB,0,1,0,0,0,,,,5.98,,,0,OG DEAD
456,B2,TR,3811.1,,,HETARB,1,0,0,1,3,,,,4.29,,,0,
457,B2,TR,3811.2,,,HETARB,1,0,1,1,2,,,,4.51,,,0,
458,B2,TS,3811.4,,,HETARB,0,0,,,,,,,,,,1,GONE
459,B2,TR,3811.3,,,HETARB,0,0,0,0,0,,,,1.33,,,0,
460,B3,SA,3744,,,FRACAL,0,0,,,,,,,,,,1,GONE
461,B3,SA,3800,,,UMBCAL,0,0,,,,,,,,,,1,GONE
462,B3,TR,3754,,,HETARB,0,1,0,0,0,,,,1.23,84,2,0,
463,B3,TS,3754.1,,,HETARB,0,0,,,,,1.33,0,,,,0,
464,B3,TR,3747,,,UMBCAL,1,1,1,1,2,,,,4.64,96.8,9,0,
465,B3,SA,3749,,,UMBCAL,0,1,,,,,1.2,0,,97.3,2,0,OG DEAD
466,B3,TR,3813,,,UMBCAL,0,1,0,0,0,,,,1.23,120.3,2,0,Maybe 3818 in old data
467,B3,TR,3792,,,AMOCAL,0,1,0,0,0,,,,1.93,119.8,8,0,OG DEAD
468,B3,TS,3792.1,,,AMOCAL,0,0,,,,,,,,,,0,GONE
469,B3,SA,3787,,,UMBCAL,0,0,,,,,,,,,,1,GONE
470,B3,SA,3740,,,UMBCAL,0,1,,,,,1.61,0,0.88,91,2,0,OG DEAD
471,3B,SA,3741,,,FRACAL,0,0,,,,,,,,,,0,GONE
472,B3,TR,3803,,,UMBCAL,0,1,0,0,0,,,,2.58,143.5,9,0,3003 IN PAST DATA/ confusion btwn 3883/3803/3083
473,B3,SA,3737,,,UMBCAL,0,1,,,,,1.26,0,,77.5,1,0,OG DEAD
474,B2,TR,3755,,,PSEMEN,0,0,0,0,0,,,,1.55,,,0,
475,B2,TR,3756,,,FRACAL,0,0,0,0,0,,,,,,,1,GONE
476,B2,TR,3758,,,QUEGAR,1,1,0,1,3,,,,18.5,65.5,2,0,
477,B2,SA,5710,297,310,QUEGAR,1,0,,,,52,0.57,3,,,,0,
478,B2,,3814,,,,0,0,,,,,,,,,,1,GONE
479,B2,TR,3816,,,PSEMEN,0,0,0,0,0,,,,20.8,,,0,
480,B2,SA,3757,,,AMOCAL,0,1,,,,,1.7,0,,138.5,5,0,OG DEAD
481,B2,TR,3876,,,QUEGAR,1,1,1,1,2,,,,15.1,,,0,
482,B2,TR,3825,,,QUEGAR,1,1,0,1,3,,,,16.3,62.8,1,0,
483,B2,TR,3875,,,ARBMEN,1,1,0,1,1,,,,13.7,53,2,0,was typo 3873-mkqc22
484,B2,SA,3874,,,UMBCAL,0,0,,,,,0.83,0,,,,0,
485,B2,SA,999.2,,,UMBCAL,0,0,,,,,0.69,0,,,,0,
486,B2,SA,3877,,,UMBCAL,0,1,,,,,1.23,0,,58,1,0,OG DEAD
487,B2,TR,3821,,,PSEMEN,0,0,0,0,0,,,,3.6,,,0,was misentered as umbcal-mkqc22
488,B2,SA,3824,,,UMBCAL,0,1,,,,,0.8,0,,56.2,1,0,OG DEAD
489,B2,SA,3823,,,UMBCAL,0,1,,,,,1.86,0,,133.3,4,0,OG DEAD
490,B2,TR,3826,,,HETARB,0,1,0,0,0,,,,2.46,119.8,6,0,OG DEAD- note in 2013 says no 3826.2
491,B2,TR,3826.1,,,HETARB,0,1,0,0,0,,,,1.4,109.5,4,0,OG DEAD
492,B2,TR,3826.4,,,HETARB,0,0,0,0,0,,,,,,,1,GONE
494,B2,TR,3826.3,,,HETARB,0,0,0,0,0,,,,,,,1,GONE
495,B2,TR,3822,,,UMBCAL,0,1,0,0,0,,,,1.6,82.2,4,0,
496,B2,SA,3819,,,UMBCAL,1,0,,,,15,0.63,0,,,,0,
497,B2,SA,3820,,,UMBCAL,0,1,,,,,0.48,0,,33.5,0,0,OG DEAD
498,B2,SA,3818,,,AMOCAL,0,1,,,,,,,,96.5,1,0,OG DEAD
499,B2,TR,3827,,,HETARB,0,1,0,0,0,,,,1.64,138.7,7,0,OG DEAD
500,B2,TR,3827.1,,,HETARB,0,0,0,0,0,,,,1.3,,,0,
501,B2,TR,3828,,,HETARB,0,1,0,0,0,,,,1.01,130.5,3,0,OG DEAD
502,B2,TR,3828.1,,,HETARB,0,0,0,0,0,,,,1.33,,,0,
503,B2,TS,3828.2,,,HETARB,0,0,,,,,0.67,0,,,,0,
504,B2,TR,3760,,,ARBMEN,1,1,1,1,2,,,,8.7,69.2,2,0,
505,B2,SA,3815,,,AMOCAL,0,1,,,,,,,,94.3,1,0,OG DEAD/ GONE
506,D2,TR,4583,,,AMOCAL,0,1,0,0,0,,,,1.1,12.5,8,0,
507,D2,TR,4583.1,,,AMOCAL,0,0,0,0,0,,,,0.66,,,0,
508,D2,TS,4583.2,,,AMOCAL,0,0,,,,,0.7,0,,,,0,
509,D2,TR,4075,,,PSEMEN,0,0,0,0,0,,,,2.5,,,0,
510,D2,TR,4075.1,,,PSEMEN,0,0,0,0,0,,,,1.2,,,0,
511,D2,TR,4074,,,PSEMEN,1,0,0,1,3,,,,12.5,,,0,
512,D2,SA,4076,,,UMBCAL,0,0,,,,,1.2,0,,,,0,
513,D2,SA,4065,,,AMOCAL,0,0,,,,,,,,,,1,GONE
514,D2,TR,4066,,,UMBCAL,0,1,0,0,0,,,,2.4,105.2,9,0,
515,D2,TR,3912,,,PSEMEN,0,0,0,0,0,,,,1.2,,,0,
516,C2,TR,3910,,,UMBCAL,0,1,0,0,0,,,,3.7,109.8,4,0,
517,C2,TR,3910.1,,,UMBCAL,0,1,0,0,0,,,,2.2,155,8,0,
518,D2,SA,4071,,,UMBCAL,0,1,,,,,1.7,0,,33.2,0,0,OG DEAD
519,D2,,4072,,,,0,0,,,,,,,,,,1,GONE
520,D2,SA,4073,,,AMOCAL,0,0,,,,,,,,,,1,GONE
521,D2,SA,4068,,,UMBCAL,0,0,,,,,,,,,,1,"GONE- deleted a dup with no data, tag not found- leftover dup typo from 2013-mkqc2022"
522,D2,TR,4586,,,PSEMEN,0,0,0,0,0,,,,4.2,,,0,
523,D2,TR,4589,,,ARBMEN,1,1,1,1,2,,,,12.6,139.5,15,0,
524,D2,TR,4588,,,ARBMEN,1,1,0,1,4,,,,22.7,90.4,13,0,
525,D2,SA,4070,,,AMOCAL,0,1,,,,,,,,25.4,0,0,OG DEAD
526,D2,SA,4584,,,UMBCAL,0,0,,,,,,,,,,1,"OG DEAD, GONE"
527,D2,SA,4585,,,QUEAGR,0,0,,,,,,,,,,0,"OG DEAD, GONE, TAG NOT FOUND"
528,D2,SA,4587,,,UMBCAL,0,0,,,,,1.02,0,,,,0,OG DEAD
530,D2,SA,3861,,,UMBCAL,0,0,,,,,,,,,,1,"OG DEAD, GONE"
531,D2,TR,4069.1,,,HETARB,0,0,0,0,0,,,,1.8,,,0,OG DEAD
532,D2,TR,4069.2,,,HETARB,0,0,0,0,0,,,,1.5,,,0,OG DEAD
533,D2,TR,4069.3,,,HETARB,0,1,0,0,0,,,,2.7,74.7,11,0,OG DEAD
534,B2,SA,5711,140,310,AMOCAL,1,0,,,,95.9,0.53,3,,,,0,
535,B2,SA,3809,,,AMOCAL,0,1,,,,,1.39,0,,116,11,0,OG DEAD
536,B2,TR,3760.1,,,ARBMEN,0,0,0,0,0,,,,3.4,,,0,
537,B2,TR,5712,90,478,PSEMEN,1,0,0,1,3,,,,3.59,,,0,"was dup 3742 (also in 13 DB) but other 3742 is a hetarb in all yrs with data- determined it was not tagged in 2013, but recorded as 3742- that tag went onto a hetarb, this got tag 5712- changed in 2013- mkqc2022"
538,B2,SA,3817,,,UMBCAL,0,0,,,,,0.86,0,,,,0,
539,B2,TR,3742,,,HETARB,0,1,0,0,0,,,,3.66,126.5,9,0,OG DEAD
540,B2,TR,3742.1,,,HETARB,0,0,0,0,0,,,,1.52,,,0,
541,B2,TR,3742.2,,,HETARB,0,0,0,0,0,,,,1.3,,,0,
542,B2,TR,3742.3,,,HETARB,0,1,0,0,0,,,,5.48,116,5,0,OG DEAD
543,B2,TR,3742.4,,,HETARB,0,1,0,0,0,,,,1.55,99.4,3,0,OG DEAD
544,B2,TS,3742.5,,,HETARB,0,1,,,,,,,1.98,104.2,3,0,OG DEAD
545,B2,SA,3767,,,UMBCAL,0,0,,,,,,,,,,0,GONE
546,B1,TR,3879,,,ARBMEN,1,1,1,1,2,,,,1.2,81.5,3,0,
547,B1,TS,3879.1,,,ARBMEN,0,0,,,,,0.99,0,,,,0,
548,B1,SA,5713,399,185,UMBCAL,1,0,,,,69.5,0.43,2,,,,0,
549,B1,SA,3877,,,UMBCAL,0,1,,,,,0.96,0,,59.5,1,0,OG DEAD
550,B1,TR,3829,,,UMBCAL,0,1,0,0,0,,,,1.67,129.1,1,0,
551,B1,SA,3880,,,UMBCAL,0,0,,,,,,,,,,1,GONE
552,B1,SA,3484,,,AMOCAL,0,1,,,,,,,,21.7,0,0,GONE
553,B1,SA,3878,,,FRACAL,0,0,,,,,,,,,,1,GONE
554,B1,SA,3882,,,UMBCAL,0,1,,,,,1.72,0,0.96,78.8,1,0,OG DEAD
555,B1,TR,3840,,,PSEMEN,1,0,0,1,2,,,,5.03,,,0,
556,B1,TR,3842,,,UMBCAL,0,1,0,0,0,,2.55,0,1.09,85.6,7,0,OG DEAD
557,B1,SA,3841,,,AMOCAL,0,1,,,,,,,,67.5,,0,OG DEAD/GONE
558,B1,SA,3993,,,PSEMEN,0,0,,,,,1.15,0,,,,0,
559,B1,SA,3836,,,UMBCAL,0,1,,,,,0.97,0,,69.4,1,0,OG DEAD
560,B1,SA,3838,,,UMBCAL,0,1,,,,,0.72,0,,64.7,2,0,OG DEAD
561,D2,TR,4069.4,,,HETARB,0,1,0,0,0,,,,3.6,101.5,12,0,OG DEAD
562,D2,TS,4069.5,,,HETARB,0,0,,,,,1.2,0,,,,0,
563,D1,TR,3854,,,PSEMEN,0,0,0,0,0,,,,18.9,,,1,GONE
564,D1,SA,4055,,,HETARB,0,0,,,,,,,,,,0,OG DEAD
565,D1,SA,4056,,,UMBCAL,0,0,,,,,1.65,0,,,,0,OG DEAD
566,D1,SA,4060,,,UMBCAL,0,0,,,,,1.83,0,,,,0,OG DEAD
567,D1,TR,4059,,,UMBCAL,0,1,0,0,0,,,,2.8,162.2,5,0,OG DEAD
568,D1,TR,4059.1,,,UMBCAL,0,0,0,0,0,,,,2.2,133.7,5,0,"NOW A TR, OG DEAD"
569,D1,TR,3848,,,AMOCAL,0,1,0,0,0,,1.71,0,1,145.2,8,1,GONE
570,D1,SA,4058,,,HETARB,0,0,,,,,0.71,0,,,,0,
571,D1,SA,4595,,,UMBCAL,0,0,,,,,2.13,0,0.82,,,1,GONE
572,D1,SA,4596,,,ARBMEN,0,0,,,,,,,,,,1,GONE
573,D1,SA,4057,,,ARBMEN,0,0,,,,,,,,,,1,GONE
574,D1,SA,4054,,,HETARB,0,0,,,,,,,,,,0,
575,D1,TR,4597,,,PSEMEN,1,0,0,1,2,,,,5.1,,,1,GONE
576,D1,SA,4598,,,HETARB,0,0,,,,,,,,,,0,OG DEAD
577,D1,SA,4052,,,HETARB,0,1,,,,,0.97,1,,21.4,0,1,GONE
578,D1,SA,4051,,,ARBMEN,0,0,,,,,NA,3,,,,0,
579,D1,SA,4599,,,HETARB,0,0,,,,,1.07,0,,,,0,
580,D1,SA,4590,,,HETARB,0,0,,,,,0.48,2,,,,0,
581,D1,TR,4593,,,PSEMEN,0,0,0,0,0,,,,7.9,,,0,
582,D1,SA,4594,,,UMBCAL,0,0,,,,,0.55,0,,,,0,
583,D1,TR,4591,,,UMBCAL,0,1,0,0,0,,3.1,0,1.06,121.7,8,0,"OG DEAD, NOW A TR"
584,D1,TR,4592,,,HETARB,0,1,0,0,0,,,,2.8,132.4,13,0,
585,D1,TR,4592.1,,,HETARB,0,0,0,0,0,,,,1.7,,,0,
586,D1,TR,4592.2,,,HETARB,0,0,0,0,0,,,,1.4,,,0,
587,D1,TR,4592.3,,,HETARB,0,1,0,0,0,,,,1.8,102.6,13,0,
588,D1,TR,4592.4,,,HETARB,0,0,0,0,0,,,,1.5,,,0,
589,B1,SA,3839,,,QUEAGR,0,0,,,,,0.59,0,,,,0,
590,B1,SA,3837,,,UMBCAL,0,0,,,,,,,,,,1,GONE (deleted a dup with no data in c1- probably a dropped tag- mkqc2022)
591,B1,TR,3881,,,PSEMEN,1,0,0,1,2,,,,22.4,,,0,
592,B1,SA,3832,,,UMBCAL,0,1,,,,,2.17,0,,73.5,1,0,OG DEAD
593,B1,SA,3834,,,PSEMEN,0,0,,,,,1.38,0,,,,0,
594,B1,TR,3833,,,UMBCAL,0,1,0,0,0,,,,1.21,95.3,4,0,OG DEAD
595,B1,SA,3835,,,AMOCAL,0,1,,,,,0.81,0,,134.9,1,0,OG DEAD
596,B1,SA,3831,,,UMBCAL,0,1,,,,,1.56,0,,33.5,0,0,OG DEAD
597,B1,SA,3830,,,AMOCAL,0,1,,,,,0.97,0,,76.4,1,0,"OG DEAD, BD @ 9CM"
598,C1,SA,3844,,,HETARB,0,0,,,,,,,,,,1,GONE
599,C1,SA,3843,,,HETARB,0,0,,,,,,,,,,1,GONE
600,C1,TR,3887,,,PSEMEN,0,0,0,0,0,,,,2.12,,,0,was typo 3837-mkqc22
601,C1,TR,3849,,,PSEMEN,0,0,0,0,0,,,,6.3,,,0,
602,C1,TR,3883,,,ARBMEN,1,0,0,1,3,,,,25.4,,,0,
603,C1,TR,3883.1,,,ARBMEN,1,1,0,0,0,,,,10.4,58.6,1,0,
604,C1,TR,3869,,,PSEMEN,0,0,0,0,0,,,,5.22,,,0,
605,C1,TR,3873,,,AMOCAL,0,1,0,0,0,,,,,124.2,5,0,OG DEAD/GONE
606,C1,TS,3873.1,,,AMOCAL,0,1,,,,,2.11,0,,131.3,6,0,
607,C1,SA,3868,,,HETARB,0,1,,,,,1.02,0,,70.6,1,0,
608,C1,SA,3865,,,UMBCAL,0,0,,,,,1.4,0,,,,0,
609,C1,TR,3886,,,UMBCAL,0,1,0,0,0,,1.92,0,1.06,84.5,2,0,
610,C1,SA,3885,,,UMBCAL,0,0,,,,,1.81,0,0.85,,,0,
611,C1,TR,3856,,,PSEMEN,1,0,0,1,2,,,,14.1,,,0,
