Plot ID,1328,,Sampler(s),"MO, GH, TT, MK",,,,,Date ,20190722,,,,,,,,,
C4,TS,4955.1,,,FRACAL,0,0,,,,NA,NA,NA,,,,1,,
C4,TR,4912,,,PSEMEN,0,0,0,0,0,,,,,,,1,,
C4,SA,4913,,,PSEMEN,0,0,,,,NA,NA,NA,,,,1,,
C4,TR,4914,,,PSEMEN,0,0,0,0,0,,,,NA,,,1,,
C4,SA,4917,,,PSEMEN,0,0,,,,NA,NA,NA,,,,1,,
C4,SA,4918,,,PSEMEN,0,0,,,,NA,NA,NA,,,,1,,
C4,TR,4919,,,PSEMEN,0,0,0,0,0,,,,NA,,,1,,
C4,TR,4920,,,PSEMEN,0,0,0,0,0,,,,NA,,,1,,
C4,SA,4921,,,PSEMEN,0,0,,,,NA,NA,NA,,,,1,,
C4,SA,4922,,,PSEMEN,0,0,,,,NA,NA,NA,,,,1,,
C4,SA,4923,,,PSEMEN,0,0,,,,NA,NA,NA,,,,1,,
C4,SA,4924,,,PSEMEN,0,0,,,,NA,NA,NA,,,,1,,
C4,SA,4925,,,PSEMEN,0,0,,,,NA,NA,NA,,,,1,,
C4,SA,4926,,,PSEMEN,0,0,,,,NA,NA,NA,,,,1,,
C4,SA,4927,,,PSEMEN,0,0,,,,NA,NA,NA,,,,1,,
C4,SA,4928,,,PSEMEN,0,0,,,,NA,NA,NA,,,,1,,
C4,SA,4929,,,PSEMEN,0,0,,,,NA,NA,NA,,,,1,,
C4,SA,4930,,,PSEMEN,0,0,,,,NA,NA,NA,,,,1,,
C4,TR,4931,,,PSEMEN,0,0,0,0,0,,,,NA,,,1,,
C4,SA,4932,,,PSEMEN,0,0,,,,NA,NA,NA,,,,1,,
C4,SA,4933,,,PSEMEN,0,0,,,,NA,NA,NA,,,,1,,
C4,SA,4934,,,PSEMEN,0,0,,,,NA,NA,NA,,,,1,,
C4,SA,4935,,,PSEMEN,0,0,,,,NA,NA,NA,,,,1,,
C4,SA,4936,,,PSEMEN,0,0,,,,NA,NA,NA,,,,1,,
C4,TR,4937,,,PSEMEN,0,0,0,0,0,,,,0,,,1,,
C4,SA,4938,,,PSEMEN,0,0,,,,NA,NA,NA,,,,1,,
C4,SA,4939,,,PSEMEN,0,0,,,,NA,NA,NA,,,,1,,
C4,SA,4940,,,PSEMEN,0,0,,,,NA,NA,NA,,,,1,,
C4,SA,4941,,,PSEMEN,0,0,,,,NA,NA,NA,,,,1,,
C4,SA,4942,,,PSEMEN,0,0,,,,NA,NA,NA,,,,1,,
C4,SA,4943,,,PSEMEN,0,0,,,,NA,NA,NA,,,,1,,
C4,SA,4944,,,PSEMEN,0,0,,,,NA,NA,NA,,,,1,,
C4,SA,4950,,,PSEMEN,0,0,,,,NA,NA,NA,,,,1,,
C4,SA,4952,,,PSEMEN,0,0,,,,NA,NA,NA,,,,1,,
C4,SA,6494,470,100,PSEMEN,1,0,,,,57.6,0.51,0,,,,,,NEW SA
D3,SA,5022,,,FRACAL,1,0,,,,57.8,0.32,3,,,,,,BD OF BSPRT
D3,SA,5024,,,QUEAGRI,1,0,,,,42.4,0.5,NA,,,,,,BD OF BSPRT
D3,SA,4972,,,PSEMEN,0,0,,,,NA,NA,NA,,,,1,,
D3,SA,4973,,,PSEMEN,0,0,,,,NA,NA,NA,,,,1,,
D3,SA,4974,,,PSEMEN,0,0,,,,NA,NA,NA,,,,1,,
D3,SA,4988,,,PSEMEN,0,0,,,,NA,NA,NA,,,,1,,
D3,SA,4989,,,PSEMEN,0,0,,,,NA,NA,NA,,,,1,,
D3,SA,4990,,,PSEMEN,0,0,,,,NA,NA,NA,,,,1,,
D3,SA,4991,,,PSEMEN,0,0,,,,NA,NA,NA,,,,1,,
D3,SA,4994,,,PSEMEN,0,0,,,,NA,NA,NA,,,,1,,
D3,SA,5001,,,PSEMEN,0,0,,,,NA,NA,NA,,,,1,,
D3,SA,5002,,,PSEMEN,0,0,,,,NA,NA,NA,,,,1,,
D3,TR,5003,,,PSEMEN,0,0,0,0,0,NA,NA,NA,NA,,,1,,
D3,SA,5004,,,PSEMEN,0,0,,,,NA,NA,NA,,,,1,,
D3,SA,5005,,,PSEMEN,0,0,,,,NA,NA,NA,,,,1,,
D3,SA,5016,,,PSEMEN,0,0,,,,NA,NA,NA,,,,1,,
D3,SA,5019,,,PSEMEN,0,0,,,,NA,NA,NA,,,,1,,
D3,SA,5020,,,PSEMEN,0,0,,,,NA,NA,NA,,,,1,,
D3,SA,5021,,,PSEMEN,0,0,,,,NA,NA,NA,,,,1,,
D3,SA,5053,,,PSEMEN,0,0,,,,NA,NA,NA,,,,1,,
D3,SA,5054,,,PSEMEN,0,0,,,,NA,NA,NA,,,,1,,
